index,rule_id,rule_type,tool,level,file_type,start_line,rank,occurrence_count,severity,ground_truth_fp
284,open-redirect,mixed,SonarQube,warning,production,1615,0.557337169573008,1,0.6668473913056581,False
285,latest-tag,clear_fp,Semgrep,note,production,230,0.09432742629104363,10,0.4658257532231247,True
286,command-injection,clear_vp,SonarQube,warning,production,1723,0.8491790055017042,2,0.08022224645571407,False
287,rds-public,mixed,Semgrep,note,test,1877,0.40233495523733276,2,0.6383222397918266,True
288,line-too-long,clear_fp,SonarQube,note,production,855,0.9281820981139515,4,0.9956311094988834,True
289,sqli-confirmed,clear_vp,SonarQube,none,config,1591,0.863641421296616,4,0.6442567236508115,False
290,xss-reflected,mixed,SonarQube,warning,production,1284,0.41382746532079584,2,0.5797261570972247,True
291,deserialization,clear_vp,SonarQube,note,test,207,0.8381549749886426,6,0.5726072328820224,False
292,assert-usage,clear_fp,SonarQube,error,config,1174,0.7026402058582288,2,0.9156722322616498,True
293,sqli-confirmed,clear_vp,SonarQube,error,config,952,0.1966535849529587,5,0.8973658657909319,False
294,prototype-pollution,mixed,Semgrep,note,infra,1758,0.12793692451178318,4,0.8918931032565626,False
295,hsts-missing,clear_fp,CodeQL,error,production,1382,0.9423834540022769,2,0.5298812610885262,False
296,s3-no-encryption,mixed,SonarQube,none,production,360,0.20727297906766762,3,0.8266183455024887,True
297,assert-usage,clear_fp,SonarQube,error,config,1362,0.34264514652252154,3,0.48453799508001083,True
298,path-traversal,mixed,CodeQL,note,production,1290,0.5055087603898639,3,0.4878343185440125,True
299,s3-no-encryption,mixed,CodeQL,note,production,777,0.19072598759089465,5,0.04496144159155113,True
300,malware-callback,clear_vp,CodeQL,none,infra,1755,0.5227601415618698,6,0.7997179136187196,False
301,rds-public,mixed,Semgrep,error,production,1253,0.5101483804563233,8,0.1316535887932584,False
302,sql-injection,mixed,Semgrep,warning,production,758,0.825710951560667,5,0.37454824337958126,True
303,ssrf-request,clear_vp,Semgrep,note,test,1726,0.9885216479954467,1,0.25264603062128665,False
304,dom-xss,clear_vp,Semgrep,warning,production,1581,0.8706690341255177,5,0.3512193873487809,False
305,malware-callback,clear_vp,SonarQube,none,test,1498,0.7858126454683731,2,0.772516286079404,False
306,prototype-pollution,mixed,Semgrep,warning,production,1310,0.9995577032504386,4,0.030463686308960125,False
307,dom-xss,clear_vp,SonarQube,note,production,565,0.05024300982298213,1,0.5511599619163721,False
308,xss-reflected,mixed,SonarQube,none,config,1122,0.21550075886755105,5,0.9223674846701029,True
309,gdpr-data-leak,clear_vp,Semgrep,note,production,1505,0.23693332490664865,5,0.019155485551252904,False
310,xss-reflected,mixed,SonarQube,error,production,139,0.292516425476252,3,0.6370947008244425,False
311,path-traversal,mixed,SonarQube,note,infra,1268,0.7390669759393725,4,0.7160499732421445,False
312,prototype-pollution,mixed,SonarQube,warning,config,1774,0.07893940294655555,3,0.8345717902556277,True
313,http-404-burst,clear_fp,SonarQube,warning,test,472,0.3414252696042983,4,0.06009641037817015,True
314,dom-xss,clear_vp,SonarQube,note,test,152,0.8174078473061094,2,0.006877962219649314,False
315,line-too-long,clear_fp,SonarQube,note,production,1156,0.3138780765150273,3,0.18463245734736922,True
316,s3-no-encryption,mixed,Semgrep,note,config,446,0.48581742891263147,4,0.7338831308025413,True
317,bare-except,clear_fp,SonarQube,none,production,471,0.658661354939767,7,0.010811083635196339,True
318,public-subnet,mixed,Semgrep,note,production,311,0.36154139875403857,3,0.8956979631993723,True
319,sqli-confirmed,clear_vp,CodeQL,warning,production,717,0.5679742973160805,7,0.3475187953137546,False
320,dom-xss,clear_vp,CodeQL,error,test,552,0.9894317657796315,4,0.7451794953696144,True
321,xss-reflected,mixed,Semgrep,error,production,496,0.4821320989198419,5,0.3846110759787682,False
322,sql-injection,mixed,Semgrep,error,production,982,0.07656825843353898,5,0.6541601542860984,False
323,insecure-deser,clear_vp,SonarQube,error,production,1423,0.6127958355365104,3,0.35466620498508283,False
324,rds-public,mixed,Semgrep,none,production,381,0.37345794513270525,2,0.35489768348655404,False
325,command-injection,clear_vp,SonarQube,error,production,1744,0.8273021497372459,1,0.41918287590212133,False
326,malware-callback,clear_vp,SonarQube,note,production,171,0.2623429667809457,3,0.46461316880897086,False
327,weak-cipher,mixed,Semgrep,note,test,1909,0.42845790384879545,5,0.8446659090902243,True
328,assert-usage,clear_fp,CodeQL,note,test,1170,0.24950307968274177,4,0.8843551504557535,True
329,rds-public,mixed,Semgrep,none,production,979,0.345806098410425,6,0.9903323037936483,True
330,path-traversal,mixed,CodeQL,error,production,113,0.30449253274895083,2,0.8871193172236984,False
331,s3-no-encryption,mixed,SonarQube,error,production,1049,0.7972110725787628,5,0.15962490143216723,False
332,eval-detected,clear_fp,Semgrep,warning,production,1238,0.9746905960485515,2,0.868409523946934,True
333,sqli-confirmed,clear_vp,SonarQube,warning,production,1013,0.7311573444549172,5,0.36411277501049943,False
334,xss-reflected,mixed,SonarQube,warning,production,591,0.27149200254271133,4,0.4261212379522308,True
335,csrf-missing,mixed,CodeQL,warning,production,720,0.19324941523416816,2,0.28732671650890196,False
336,insecure-deser,clear_vp,Semgrep,note,production,1317,0.727529230225095,4,0.20858836774105072,False
337,s3-no-encryption,mixed,CodeQL,warning,production,224,0.6796972168333453,2,0.391910562943909,False
338,malware-callback,clear_vp,CodeQL,warning,infra,692,0.8956899442666165,3,0.24053158518014872,False
339,assert-usage,clear_fp,SonarQube,error,production,638,0.5351523336803503,2,0.9897564134093346,True
340,http-404-burst,clear_fp,SonarQube,error,infra,490,0.7938181039080396,5,0.6193899693665019,True
341,ssrf-request,clear_vp,SonarQube,warning,test,245,0.4296228638968441,2,0.09954651280877513,False
342,dns-exfiltration,clear_vp,Semgrep,note,production,1995,0.9919627472386433,3,0.2530263409202532,False
343,eval-detected,clear_fp,Semgrep,none,infra,656,0.00540492367266987,1,0.3781007697874508,True
344,rds-public,mixed,Semgrep,warning,test,845,0.6611406784286965,4,0.12200741357688905,False
345,rds-public,mixed,Semgrep,warning,infra,588,0.027843907577413396,8,0.6334117402421271,False
346,line-too-long,clear_fp,Semgrep,error,infra,871,0.5002785352077603,2,0.6009120056590861,True
347,csrf-missing,mixed,CodeQL,note,infra,206,0.784769681824988,7,0.7563342695828866,True
348,catch-generic,clear_fp,CodeQL,note,test,1767,0.0162434432094537,5,0.13457626710410775,True
349,dom-xss,clear_vp,CodeQL,note,production,847,0.8912000730636024,1,0.3227265727266384,False
350,insecure-deser,clear_vp,Semgrep,error,test,251,0.8236064207981895,7,0.3898997462910806,True
351,hsts-missing,clear_fp,Semgrep,none,production,54,0.8736185287372153,5,0.4027037209945602,True
352,bare-except,clear_fp,Semgrep,warning,test,131,0.7385058785105187,3,0.256743496309758,False
353,hardcoded-secret,mixed,Semgrep,note,production,1110,0.30752979549045634,4,0.5510509532949324,True
354,gdpr-data-leak,clear_vp,Semgrep,warning,test,1044,0.6519008655624606,4,0.04809231041203543,False
355,gdpr-data-leak,clear_vp,CodeQL,note,production,1393,0.6136379029893838,7,0.1899361364575609,False
356,insecure-deser,clear_vp,Semgrep,warning,infra,46,0.7323884465975549,9,0.37002452414281595,False
357,sqli-confirmed,clear_vp,CodeQL,none,production,1565,0.33930526730956745,5,0.35472855673021264,False
358,dns-exfiltration,clear_vp,CodeQL,warning,infra,618,0.6139794562733938,5,0.7304924774822994,False
359,s3-no-encryption,mixed,CodeQL,note,test,820,0.2973615313084723,3,0.6199685648741642,True
360,assert-usage,clear_fp,Semgrep,warning,test,189,0.5769816124176819,4,0.5658505603132467,True
361,command-injection,clear_vp,SonarQube,warning,config,260,0.6144000074313238,4,0.2007709747566786,False
362,line-too-long,clear_fp,CodeQL,note,config,1114,0.27706924971339963,5,0.7220660642037853,True
363,open-redirect,mixed,CodeQL,none,production,33,0.14914082593973743,5,0.22669065207492367,False
364,sql-injection,mixed,Semgrep,warning,test,172,0.05456540828269896,4,0.4425773459328154,True
365,public-subnet,mixed,SonarQube,error,production,134,0.466116292658489,2,0.24739974705834578,False
366,hsts-missing,clear_fp,SonarQube,note,production,433,0.5716076494829438,2,0.6043593197147711,True
367,hsts-missing,clear_fp,SonarQube,warning,test,1903,0.14296087760075216,4,0.8548057787992615,False
368,todo-comment,clear_fp,SonarQube,warning,config,1924,0.007334150836180275,1,0.5532906396230001,True
369,insecure-deser,clear_vp,SonarQube,none,production,839,0.04406586157038139,4,0.9459708898455993,False
370,csrf-missing,mixed,Semgrep,warning,infra,1489,0.7964843893295808,4,0.6907263151132631,True
371,path-traversal,mixed,SonarQube,note,production,137,0.4154430005920896,1,0.3353716062174624,True
372,line-too-long,clear_fp,CodeQL,error,infra,1816,0.3153637432661175,3,0.1790316374415838,True
373,deserialization,clear_vp,Semgrep,warning,config,1138,0.6277454148973364,7,0.6307174444919292,False
374,xss-reflected,mixed,CodeQL,error,config,76,0.7308703457761604,6,0.6920505530397448,False
375,malware-callback,clear_vp,CodeQL,note,test,528,0.6328026106615069,3,0.7301734533106766,False
376,ssh-anomaly,mixed,Semgrep,none,infra,1670,0.35543933736406175,4,0.5937806319434522,True
377,prototype-pollution,mixed,SonarQube,warning,production,1327,0.025199094821069634,4,0.6949531193430477,False
378,open-redirect,mixed,Semgrep,error,test,1613,0.44053915987299475,3,0.694017414105742,True
379,sqli-confirmed,clear_vp,Semgrep,warning,config,1099,0.5848278113057909,4,0.6256819122613526,False
380,public-subnet,mixed,Semgrep,error,production,153,0.022564511705347234,9,0.18078515056237954,True
381,line-too-long,clear_fp,Semgrep,warning,test,1658,0.06737687152192573,6,0.01460899710888286,True
382,open-redirect,mixed,Semgrep,error,test,621,0.7986557803566365,2,0.15378370551321618,False
383,deserialization,clear_vp,CodeQL,none,config,1645,0.7201574609309402,3,0.2310808528744962,False
384,sql-injection,mixed,CodeQL,error,infra,1933,0.20945576950951106,4,0.5122147076770516,False
385,rds-public,mixed,CodeQL,note,infra,179,0.8862882164557176,2,0.32855814988579846,True
386,malware-callback,clear_vp,SonarQube,note,config,732,0.20681789313339627,4,0.7452147426908345,False
387,dns-exfiltration,clear_vp,Semgrep,none,config,324,0.7950580176061312,3,0.6577161472759535,False
388,weak-cipher,mixed,SonarQube,warning,production,1014,0.10901361564092871,5,0.8586981212445739,True
389,csrf-missing,mixed,CodeQL,error,config,1945,0.053772311661983374,3,0.3060471662287715,True
390,sqli-confirmed,clear_vp,CodeQL,note,production,688,0.32882261784860933,7,0.7050409063535927,False
391,hardcoded-secret,mixed,SonarQube,note,production,283,0.9594721829554119,2,0.19453503316848408,False
392,eval-detected,clear_fp,Semgrep,warning,production,1723,0.6043129822403198,5,0.8388538619040689,True
393,ssrf-request,clear_vp,CodeQL,warning,production,1074,0.30630099688753754,2,0.34979606180759193,False
394,prototype-pollution,mixed,SonarQube,warning,production,973,0.29827245423412274,3,0.01071529769535895,True
395,rce-confirmed,clear_vp,CodeQL,warning,production,502,0.4625935471051531,1,0.12188808253227046,False
396,insecure-deser,clear_vp,Semgrep,none,production,1381,0.6631462489752088,5,0.8202533189448897,False
397,ssh-anomaly,mixed,SonarQube,error,infra,1506,0.7463628843132415,4,0.37641496252069395,False
398,http-404-burst,clear_fp,Semgrep,warning,production,1899,0.9150015377475272,4,0.06760474947238315,True
399,csrf-missing,mixed,SonarQube,warning,production,1707,0.7440285803476767,5,0.23263663838677495,False
400,csrf-missing,mixed,CodeQL,error,production,694,0.3412444497577206,6,0.7780463064831992,False
401,eval-detected,clear_fp,CodeQL,warning,production,193,0.8865025266419025,4,0.858761429838704,True
402,eval-detected,clear_fp,SonarQube,warning,config,1958,0.9918891959474917,4,0.42815517303011985,False
403,weak-cipher,mixed,CodeQL,warning,production,1985,0.953402879382095,2,0.29806620117000415,False
404,s3-no-encryption,mixed,SonarQube,note,infra,1592,0.28360792341713625,2,0.7608859776715097,True
405,hardcoded-secret,mixed,Semgrep,note,production,1636,0.9347955174927833,5,0.2889685249210585,True
406,assert-usage,clear_fp,SonarQube,note,production,2,0.1675665393045065,6,0.5470453456155777,True
407,prototype-pollution,mixed,SonarQube,none,production,1068,0.969615938904338,5,0.5036886093282389,False
408,command-injection,clear_vp,CodeQL,none,production,1949,0.3425910828111318,3,0.9380641395681313,True
409,unused-import,clear_fp,CodeQL,warning,test,1127,0.6191680442430584,5,0.9677428248337157,True
410,gdpr-data-leak,clear_vp,Semgrep,note,test,32,0.36250198453151317,5,0.10986311374078295,False
411,xss-reflected,mixed,SonarQube,error,test,74,0.7252870843545552,2,0.20214939922527075,False
412,insecure-deser,clear_vp,Semgrep,warning,production,825,0.006047043183978418,3,0.9260595598182655,False
413,prototype-pollution,mixed,Semgrep,warning,production,274,0.7288698044883412,3,0.8902366217957709,True
414,assert-usage,clear_fp,SonarQube,none,config,107,0.05451192743782629,3,0.8726258854858964,True
415,insecure-deser,clear_vp,Semgrep,none,production,1155,0.35164987234190537,6,0.8484717744062646,False
416,dom-xss,clear_vp,CodeQL,note,test,302,0.5445954487107494,1,0.7448250755299131,True
417,command-injection,clear_vp,CodeQL,warning,config,1936,0.4802942587913558,3,0.59643395462566,False
418,s3-no-encryption,mixed,Semgrep,warning,production,1946,0.9571348325397961,6,0.44672646870264054,True
419,line-too-long,clear_fp,Semgrep,error,production,791,0.38769515483900674,5,0.7008656991254286,True
420,insecure-deser,clear_vp,Semgrep,warning,production,238,0.06844070924262613,3,0.8157453806261209,False
421,command-injection,clear_vp,Semgrep,warning,production,619,0.08426436615585109,5,0.7890228445481342,False
422,todo-comment,clear_fp,Semgrep,error,production,840,0.3220675351957297,8,0.2589042747931396,True
423,rce-confirmed,clear_vp,CodeQL,error,production,106,0.7117779449909495,4,0.7211323573568237,False
424,public-subnet,mixed,SonarQube,note,test,652,0.48978586798824075,4,0.8051743973603768,True
425,sql-injection,mixed,CodeQL,note,production,679,0.8934047290879871,6,0.852212391201674,True
426,bare-except,clear_fp,SonarQube,warning,config,266,0.672755986246924,3,0.4575753322504318,True
427,dom-xss,clear_vp,SonarQube,note,production,1610,0.5049114512501393,2,0.5768079196382558,False
428,line-too-long,clear_fp,SonarQube,warning,production,477,0.7190756205108118,4,0.3932614850992152,True
429,deserialization,clear_vp,Semgrep,warning,production,1566,0.3667983206462684,6,0.7008656972438799,False
430,gdpr-data-leak,clear_vp,CodeQL,note,production,1303,0.2652085369968291,2,0.419136174442055,True
431,gdpr-data-leak,clear_vp,SonarQube,warning,config,698,0.5147421937567799,2,0.9636851886870491,False
432,xss-reflected,mixed,SonarQube,note,production,282,0.8509518994068,2,0.7461796385522723,True
433,sqli-confirmed,clear_vp,Semgrep,none,test,366,0.3096917111051891,5,0.18404477205021352,False
434,unused-import,clear_fp,Semgrep,error,test,421,0.9955109680158664,4,0.20600567855203988,False
435,latest-tag,clear_fp,Semgrep,warning,production,300,0.44582554982701617,4,0.9132296862792705,True
436,csrf-missing,mixed,CodeQL,error,infra,1869,0.44527402476470457,3,0.42864427920853176,False
437,catch-generic,clear_fp,Semgrep,none,production,655,0.7385460533969634,2,0.2827654570600986,True
438,assert-usage,clear_fp,Semgrep,none,production,215,0.3772017824576387,6,0.3262205069809315,True
439,malware-callback,clear_vp,Semgrep,warning,production,866,0.47430866486843026,3,0.05739184368827355,False
440,eval-detected,clear_fp,CodeQL,note,production,294,0.795660230661442,2,0.5852968283343113,True
441,weak-cipher,mixed,SonarQube,error,production,1835,0.5019454051318417,8,0.9667061400184606,False
442,xss-reflected,mixed,Semgrep,note,infra,588,0.549717255163311,5,0.05461030321346905,True
443,deserialization,clear_vp,Semgrep,note,test,1426,0.1756720999559107,5,0.07530143359846975,False
444,line-too-long,clear_fp,CodeQL,warning,infra,1321,0.17916391829015088,5,0.09669455978756714,True
445,sql-injection,mixed,CodeQL,error,production,697,0.18879402777344445,5,0.11193457813478924,False
446,weak-cipher,mixed,CodeQL,warning,test,1644,0.3892086186234388,8,0.2786943159285258,True
447,rds-public,mixed,CodeQL,note,test,277,0.3922670415235471,4,0.07433460888607146,True
448,line-too-long,clear_fp,SonarQube,warning,infra,1222,0.334878290136985,3,0.8106835703375919,True
449,open-redirect,mixed,Semgrep,note,config,423,0.8671773544513522,4,0.055706836115245184,True
450,weak-cipher,mixed,Semgrep,warning,test,196,0.5437870703917469,7,0.38451581370626653,True
451,csrf-missing,mixed,SonarQube,warning,test,1235,0.33798155046983613,4,0.14354475594376792,True
452,hsts-missing,clear_fp,CodeQL,warning,production,1952,0.5711991839629137,5,0.7180141781270015,True
